id,from_id,date
9612,206611606,06.01.2021
9624,-182398558,07.01.2021
9575,112123934,04.01.2021
9559,285788396,02.01.2021
9560,602211895,02.01.2021
9561,31577787,02.01.2021
9523,231643296,01.01.2021
9524,278893259,01.01.2021
9525,619620778,01.01.2021
9526,90698981,01.01.2021
9528,426756439,01.01.2021
9529,172449692,01.01.2021
9531,442930602,01.01.2021
9536,43852058,01.01.2021
9542,391422246,01.01.2021
9545,387118601,01.01.2021
9550,254396376,02.01.2021
9552,613117594,02.01.2021
9554,161347071,02.01.2021
9555,3779356,02.01.2021
9562,5574477,02.01.2021
9563,296431501,03.01.2021
9565,27313741,03.01.2021
9597,411917029,05.01.2021
9506,28945641,31.12.2020
9508,508869867,31.12.2020
9510,326726083,31.12.2020
9512,63043651,31.12.2020
9500,532349544,30.12.2020
9501,18095144,30.12.2020
9491,95482342,30.12.2020
9503,22944935,31.12.2020
9518,1278091,31.12.2020
9461,61169337,29.12.2020
9466,98756681,29.12.2020
9467,3701310,29.12.2020
9468,326726083,29.12.2020
9470,326726083,29.12.2020
9471,361410219,29.12.2020
9474,595275107,29.12.2020
9476,426756439,29.12.2020
9478,220361752,29.12.2020
9481,8490390,29.12.2020
9482,253013375,29.12.2020
9483,13878421,30.12.2020
9498,31577787,30.12.2020
9499,31577787,30.12.2020
9502,304215,30.12.2020
9521,327848304,31.12.2020
9475,211235511,29.12.2020
9492,184656579,30.12.2020
9455,270369719,29.12.2020
9448,95685477,28.12.2020
9449,379503074,28.12.2020
9452,13031919,28.12.2020
9438,29253422,28.12.2020
9425,256790683,27.12.2020
9426,552806434,27.12.2020
9431,483163743,27.12.2020
9432,161904703,27.12.2020
9433,318474530,27.12.2020
9490,5348229,30.12.2020
9405,25809354,26.12.2020
9385,225911590,25.12.2020
9386,283436118,25.12.2020
9387,93715919,25.12.2020
9389,3110602,25.12.2020
9412,563692658,26.12.2020
9413,452841238,26.12.2020
9414,37640761,26.12.2020
9420,513239285,27.12.2020
9368,14312817,25.12.2020
9371,141204451,25.12.2020
9372,457657476,25.12.2020
9373,704852,25.12.2020
9374,14312817,25.12.2020
9377,232423594,25.12.2020
9378,518075413,25.12.2020
9383,271422873,25.12.2020
9406,14772932,26.12.2020
9407,1266106,26.12.2020
9415,26688621,26.12.2020
9418,184656579,26.12.2020
9355,6687012,24.12.2020
9360,71272940,24.12.2020
9338,112123934,24.12.2020
9339,271049991,24.12.2020
9340,71909501,24.12.2020
9342,206435826,24.12.2020
9343,182811333,24.12.2020
9344,178598641,24.12.2020
9346,26696170,24.12.2020
9347,26696170,24.12.2020
9315,584804653,23.12.2020
9316,191503186,23.12.2020
9317,426756439,23.12.2020
9323,43852058,23.12.2020
9325,253676618,23.12.2020
9328,420404760,23.12.2020
9329,112846691,23.12.2020
9330,115281884,23.12.2020
9356,344265019,24.12.2020
9366,418944880,25.12.2020
9619,550316227,07.01.2021
9296,52179076,23.12.2020
9305,318474530,23.12.2020
9311,499174,23.12.2020
9326,575830331,23.12.2020
9394,598996708,25.12.2020
9313,261436557,23.12.2020
9363,108727361,24.12.2020
9269,379753242,21.12.2020
9291,187494900,22.12.2020
9294,91503325,23.12.2020
9266,147907296,21.12.2020
9271,152962579,21.12.2020
9293,211572768,23.12.2020
9243,174546672,19.12.2020
9245,532349544,20.12.2020
9249,317447729,20.12.2020
9250,4481696,20.12.2020
9255,172179426,20.12.2020
9268,477866358,21.12.2020
9395,598996708,25.12.2020
9230,313206858,19.12.2020
9396,598996708,25.12.2020
9205,426756439,18.12.2020
9207,576805152,18.12.2020
9210,505668596,18.12.2020
9211,221391088,18.12.2020
9215,67928,18.12.2020
9217,571124138,18.12.2020
9223,147355302,18.12.2020
9228,180660262,18.12.2020
9239,541963537,19.12.2020
9189,426756439,18.12.2020
9192,155680298,18.12.2020
9194,170940872,18.12.2020
9197,505668596,18.12.2020
9199,1501071,18.12.2020
9200,1908748,18.12.2020
9222,56530919,18.12.2020
9236,170324240,19.12.2020
9246,593083485,20.12.2020
9176,253676618,17.12.2020
9177,20554946,17.12.2020
9178,96055358,17.12.2020
9180,264498014,17.12.2020
9186,4139946,18.12.2020
9201,532349544,18.12.2020
9233,147514671,19.12.2020
9252,11412368,20.12.2020
9397,598996708,25.12.2020
9157,429718450,16.12.2020
9166,586687433,16.12.2020
9168,15420949,17.12.2020
9185,289889480,18.12.2020
9187,513239285,18.12.2020
9147,12140378,16.12.2020
9148,74029482,16.12.2020
9149,179915122,16.12.2020
9173,601617829,17.12.2020
9133,359009351,15.12.2020
9134,16714668,15.12.2020
9138,264498014,15.12.2020
9142,15420949,15.12.2020
9145,581069396,16.12.2020
9129,426756439,15.12.2020
9097,162867114,15.12.2020
9098,491488890,15.12.2020
9104,56006951,15.12.2020
9110,10532253,15.12.2020
9113,390178355,15.12.2020
9124,454235318,15.12.2020
9131,43945485,15.12.2020
9137,178291433,15.12.2020
9144,15420949,16.12.2020
9088,112123934,14.12.2020
9093,289889480,14.12.2020
9095,325186036,15.12.2020
9085,426756439,14.12.2020
9141,4749840,15.12.2020
9143,614834478,16.12.2020
9065,48250989,12.12.2020
9070,697477,12.12.2020
9071,426756439,12.12.2020
9073,25085732,12.12.2020
9062,568143261,12.12.2020
9077,137443094,13.12.2020
9078,225948143,13.12.2020
9043,236908027,11.12.2020
9046,609053174,11.12.2020
9051,161904703,12.12.2020
8993,165216661,09.12.2020
8994,37237892,09.12.2020
8997,426756439,09.12.2020
9002,525837908,09.12.2020
9003,572017785,09.12.2020
9006,2130760,09.12.2020
9026,571124138,10.12.2020
9032,56458759,10.12.2020
9038,22714411,11.12.2020
9139,6378481,15.12.2020
8989,112123934,09.12.2020
9004,5382540,09.12.2020
8982,7722928,08.12.2020
8968,243318852,07.12.2020
8970,411483868,07.12.2020
8975,5662840,07.12.2020
8958,576805152,07.12.2020
8959,74029482,07.12.2020
8962,12140378,07.12.2020
8978,154297932,08.12.2020
8951,186796853,06.12.2020
8952,67662050,06.12.2020
8936,219009932,05.12.2020
8916,36113426,05.12.2020
8917,5557085,05.12.2020
8934,568143261,05.12.2020
8946,244247962,05.12.2020
8948,109300520,06.12.2020
8909,112123934,04.12.2020
8913,1401140,04.12.2020
8900,1674846,04.12.2020
8901,15927588,04.12.2020
8902,426756439,04.12.2020
8903,221391088,04.12.2020
8887,171797458,03.12.2020
8889,260173107,03.12.2020
8894,949605,04.12.2020
8895,216172033,04.12.2020
8873,93715919,03.12.2020
8874,253676618,03.12.2020
8861,14669187,02.12.2020
8862,176182578,02.12.2020
8866,158997000,02.12.2020
8867,426756439,02.12.2020
8869,531131324,02.12.2020
8883,-12586726,03.12.2020
8891,10573249,03.12.2020
8851,226171044,02.12.2020
8853,505668596,02.12.2020
8857,3436329,02.12.2020
8871,8165939,03.12.2020
8880,595925310,03.12.2020
8845,257952503,01.12.2020
8848,525837908,01.12.2020
8817,248699377,30.11.2020
8819,514582250,30.11.2020
8821,325410347,30.11.2020
8822,426756439,30.11.2020
8823,95685477,30.11.2020
8824,312396012,30.11.2020
8827,505668596,30.11.2020
8832,9906243,30.11.2020
8836,185131561,01.12.2020
8746,426756439,29.11.2020
8747,171648112,29.11.2020
8748,102847015,29.11.2020
8752,952489,29.11.2020
8809,563832496,30.11.2020
8812,362025235,30.11.2020
8742,236908027,29.11.2020
8810,266501263,30.11.2020
8724,9686065,28.11.2020
8736,5662840,28.11.2020
8718,62744031,28.11.2020
8719,225249784,28.11.2020
8720,586123013,28.11.2020
8721,67928,28.11.2020
8733,11818277,28.11.2020
8800,13716324,29.11.2020
8703,96044636,27.11.2020
8705,20916392,27.11.2020
8706,227738153,27.11.2020
8710,4502748,27.11.2020
8730,4490224,28.11.2020
9154,198946111,16.12.2020
8691,326726083,27.11.2020
8694,171893393,27.11.2020
8699,86001731,27.11.2020
8712,571124138,27.11.2020
8672,593877500,26.11.2020
8673,179915122,26.11.2020
8679,384190393,26.11.2020
8680,144735560,26.11.2020
8683,123526608,26.11.2020
8664,465088597,25.11.2020
8665,273080960,25.11.2020
8666,275722252,25.11.2020
8669,146949051,26.11.2020
8682,194542001,26.11.2020
8684,289889480,26.11.2020
8685,236908027,27.11.2020
8689,616160122,27.11.2020
8634,142196224,24.11.2020
8637,43945485,24.11.2020
8653,697477,24.11.2020
8619,584804653,23.11.2020
8620,446027461,23.11.2020
8621,169583018,23.11.2020
8623,560667001,23.11.2020
8624,106346720,23.11.2020
8625,371059475,23.11.2020
8626,325410347,23.11.2020
8627,577825118,23.11.2020
8629,254542426,23.11.2020
8647,370347617,24.11.2020
8613,118772243,23.11.2020
8616,88987209,23.11.2020
8628,448805550,23.11.2020
8604,180617525,21.11.2020
8605,457894372,21.11.2020
8588,511179056,20.11.2020
8591,426756439,20.11.2020
8593,397130330,20.11.2020
8595,142303575,20.11.2020
8598,302717355,21.11.2020
8600,118772243,21.11.2020
8606,446189796,21.11.2020
8582,174546672,20.11.2020
8584,1790524,20.11.2020
8559,-183460226,19.11.2020
8562,41886242,19.11.2020
8563,385125459,19.11.2020
8568,476374506,19.11.2020
8569,457657476,19.11.2020
8570,361485116,19.11.2020
8577,581637690,19.11.2020
8556,373744804,19.11.2020
8557,171797458,19.11.2020
8611,187659656,22.11.2020
8550,228603906,18.11.2020
8551,586687433,18.11.2020
8599,446691593,21.11.2020
8547,56530919,18.11.2020
8552,452565689,18.11.2020
8564,263432692,19.11.2020
9400,598996708,25.12.2020
8525,83618008,17.11.2020
8528,340871333,17.11.2020
8529,61925176,17.11.2020
8530,54256245,17.11.2020
8532,578477094,17.11.2020
8535,42639834,17.11.2020
8536,20916392,17.11.2020
8539,513239285,18.11.2020
8542,553941133,18.11.2020
8553,514516626,19.11.2020
8583,590892324,20.11.2020
8518,14311528,17.11.2020
8519,95685477,17.11.2020
8520,171797458,17.11.2020
8521,326726083,17.11.2020
8502,133545772,15.11.2020
8504,380961670,15.11.2020
8505,23402421,15.11.2020
8506,621188383,15.11.2020
8507,435738934,15.11.2020
8490,37253371,14.11.2020
8491,74029482,14.11.2020
8492,250642225,14.11.2020
8498,8108051,15.11.2020
9184,417684937,17.12.2020
8474,31270775,13.11.2020
8475,82020799,13.11.2020
8476,184656579,13.11.2020
8477,250642225,13.11.2020
8478,11930905,13.11.2020
8480,868418,13.11.2020
8487,463610537,14.11.2020
8493,355379081,14.11.2020
8444,36113426,12.11.2020
8445,162867114,12.11.2020
8448,267726962,12.11.2020
8449,105187696,12.11.2020
8453,432100409,12.11.2020
8456,319425678,12.11.2020
8460,7444278,12.11.2020
8461,32975485,13.11.2020
8462,616160122,13.11.2020
8481,269889542,13.11.2020
8483,-94373701,13.11.2020
8485,345832087,13.11.2020
8486,12128143,14.11.2020
8438,179237969,12.11.2020
8458,273903997,12.11.2020
8459,84182528,12.11.2020
8484,949605,13.11.2020
8424,12797385,09.11.2020
8425,10174851,09.11.2020
8426,187264071,09.11.2020
8427,11301203,09.11.2020
8431,147887340,10.11.2020
8416,20916392,09.11.2020
8418,160456277,09.11.2020
8357,12582008,07.11.2020
8398,586687433,08.11.2020
8417,227453655,09.11.2020
8341,78244644,07.11.2020
8342,559500385,07.11.2020
8343,47811061,07.11.2020
8347,57433620,07.11.2020
8376,253017066,07.11.2020
8378,586687433,07.11.2020
8383,576805152,07.11.2020
8409,4554397,08.11.2020
8412,499661605,08.11.2020
8313,560798674,06.11.2020
8314,58731500,06.11.2020
8315,125188602,06.11.2020
8317,217827394,06.11.2020
8321,146080451,06.11.2020
8322,146080451,06.11.2020
8327,32404414,06.11.2020
8328,206435826,06.11.2020
8329,1460019,06.11.2020
8336,98858846,07.11.2020
8337,2504992,07.11.2020
8339,198946111,07.11.2020
8371,234063598,07.11.2020
8375,33387189,07.11.2020
8380,23815615,07.11.2020
8381,313206858,07.11.2020
8385,32975485,08.11.2020
8408,18410873,08.11.2020
8311,422102550,06.11.2020
8334,11663561,06.11.2020
8353,286600803,07.11.2020
8287,411585992,04.11.2020
8290,20292265,04.11.2020
8291,590234293,04.11.2020
8298,42639834,04.11.2020
8303,442480138,05.11.2020
8306,562034221,05.11.2020
8274,223756825,02.11.2020
8276,167845876,02.11.2020
8277,56530919,02.11.2020
8268,450504208,02.11.2020
8269,138116390,02.11.2020
8207,185131561,30.10.2020
8208,2783552,30.10.2020
8209,66330875,30.10.2020
8210,20554946,30.10.2020
8211,97126170,30.10.2020
8212,171893393,30.10.2020
8213,250261275,30.10.2020
8216,118007776,30.10.2020
8228,218148081,30.10.2020
8229,205561676,31.10.2020
8238,234589088,31.10.2020
8239,165012491,31.10.2020
8245,2288709,31.10.2020
8184,272859920,29.10.2020
8185,43852058,29.10.2020
8186,368586579,29.10.2020
8193,4677407,29.10.2020
8225,105187696,30.10.2020
8246,1095610,31.10.2020
8162,6687012,28.10.2020
8164,580100846,28.10.2020
8167,429718450,28.10.2020
8168,20218921,28.10.2020
8169,330199342,28.10.2020
8170,246255593,28.10.2020
8171,345936482,28.10.2020
8175,459729354,28.10.2020
8187,64486156,29.10.2020
8200,184656579,30.10.2020
8201,328862061,30.10.2020
8259,255686982,01.11.2020
8139,232569004,27.10.2020
8140,272859920,27.10.2020
8120,441551311,26.10.2020
8121,170940872,26.10.2020
8123,145570288,26.10.2020
8124,20528977,26.10.2020
8126,5396765,26.10.2020
8128,88169242,26.10.2020
8151,159058928,27.10.2020
9401,598996708,25.12.2020
9616,5006619,06.01.2021
8111,239221,26.10.2020
8047,231643296,25.10.2020
8049,43852058,25.10.2020
8050,503541072,25.10.2020
8054,158997000,25.10.2020
8055,74029482,25.10.2020
8058,173947858,25.10.2020
8061,438272072,25.10.2020
8065,555700475,25.10.2020
8068,9888322,25.10.2020
8075,273080960,25.10.2020
8076,937856,25.10.2020
8084,562034221,25.10.2020
8098,15420949,25.10.2020
8109,32975485,26.10.2020
8135,17824217,27.10.2020
8149,5570602,27.10.2020
8028,231643296,23.10.2020
8030,270369719,23.10.2020
8034,322507185,23.10.2020
8035,94960379,23.10.2020
8037,604024888,24.10.2020
8105,5662840,26.10.2020
8001,139160096,23.10.2020
8004,118161509,23.10.2020
8008,9686065,23.10.2020
8011,511179056,23.10.2020
8012,56530919,23.10.2020
8014,503541072,23.10.2020
8025,597683306,23.10.2020
8036,384615061,24.10.2020
8045,93614519,25.10.2020
8079,190042203,25.10.2020
8104,233470463,26.10.2020
8466,616614412,13.11.2020
8660,317297652,25.11.2020
8698,50036926,27.11.2020
8738,376692716,29.11.2020
9081,501220457,13.12.2020
7979,525837908,22.10.2020
7988,2301338,22.10.2020
7991,15420949,22.10.2020
8002,152845984,23.10.2020
7917,562034221,21.10.2020
7918,31658972,21.10.2020
7919,257426,21.10.2020
7920,344506013,21.10.2020
7924,7887868,21.10.2020
7925,95685477,21.10.2020
7926,4065393,21.10.2020
7929,9878753,21.10.2020
7931,267459244,21.10.2020
7934,272859920,21.10.2020
7935,149465574,21.10.2020
7938,4677407,21.10.2020
7940,21658893,21.10.2020
7944,429718450,21.10.2020
7945,429718450,21.10.2020
7946,13592748,21.10.2020
7959,102988680,22.10.2020
7972,431616510,22.10.2020
7992,27800588,22.10.2020
8022,325290353,23.10.2020
7902,549861294,21.10.2020
7903,198622236,21.10.2020
7990,513761693,22.10.2020
7896,552556495,21.10.2020
7898,105491929,21.10.2020
7913,118772243,21.10.2020
8013,405762021,23.10.2020
7889,227200617,20.10.2020
7891,562034221,20.10.2020
7879,21205528,19.10.2020
7885,273080960,19.10.2020
7890,562034221,20.10.2020
7874,43852058,19.10.2020
7886,184656579,20.10.2020
7864,568143261,18.10.2020
7855,12599049,17.10.2020
7857,43852058,17.10.2020
7861,15420949,17.10.2020
7893,165216661,20.10.2020
7851,320848809,16.10.2020
7853,143454064,16.10.2020
7859,171064712,17.10.2020
7835,296570084,15.10.2020
7862,6358842,18.10.2020
7820,118311876,14.10.2020
7826,597168889,14.10.2020
7827,363814152,14.10.2020
7830,18095144,14.10.2020
7832,225780819,15.10.2020
7846,472913958,16.10.2020
7812,108128728,13.10.2020
7813,178540075,13.10.2020
7785,43852058,12.10.2020
7786,493674688,12.10.2020
7787,5560652,12.10.2020
7788,159058928,12.10.2020
7791,478641628,12.10.2020
7792,146538906,12.10.2020
7793,297650474,12.10.2020
7794,162803091,12.10.2020
7798,3110602,12.10.2020
7801,90264541,12.10.2020
7803,8608037,13.10.2020
7804,71272940,13.10.2020
7805,147855309,13.10.2020
7807,136857188,13.10.2020
7810,275787248,13.10.2020
7811,617520498,13.10.2020
7829,205561676,14.10.2020
7831,349236208,15.10.2020
7868,356094878,18.10.2020
7782,604926364,12.10.2020
7797,594561611,12.10.2020
7770,318474530,11.10.2020
7773,4677407,11.10.2020
7817,579662115,14.10.2020
7767,6687012,11.10.2020
8116,605396693,26.10.2020
7715,1674846,09.10.2020
7718,257028864,09.10.2020
7722,64451760,09.10.2020
7724,560667001,10.10.2020
7731,550615155,10.10.2020
7748,407619043,10.10.2020
7755,126340285,10.10.2020
7682,48151605,09.10.2020
7683,44335,09.10.2020
7684,454626659,09.10.2020
7685,488631582,09.10.2020
7686,614226743,09.10.2020
7687,11820806,09.10.2020
7691,604552648,09.10.2020
7693,138620739,09.10.2020
7694,243318852,09.10.2020
7695,15420949,09.10.2020
7699,21151194,09.10.2020
7700,43852058,09.10.2020
7701,155272642,09.10.2020
7709,169683845,09.10.2020
7719,90264541,09.10.2020
7721,228662140,09.10.2020
7723,291797938,09.10.2020
7752,18868977,10.10.2020
7756,513761693,10.10.2020
7757,434975668,10.10.2020
7758,560758399,10.10.2020
7759,168608962,10.10.2020
7760,8578329,10.10.2020
7774,26518583,11.10.2020
7678,522050527,09.10.2020
7674,112123934,09.10.2020
7658,98229518,08.10.2020
7661,12599049,08.10.2020
7667,382144614,08.10.2020
7646,273903997,07.10.2020
7616,162978744,06.10.2020
7595,3223538,05.10.2020
7597,16353580,05.10.2020
7598,165247349,05.10.2020
7599,159058928,05.10.2020
7600,43852058,05.10.2020
7601,1794843,05.10.2020
7602,328351687,05.10.2020
7603,71272940,05.10.2020
7604,22311096,05.10.2020
7656,554411787,08.10.2020
7590,512469376,05.10.2020
7586,874000,04.10.2020
7591,406716626,05.10.2020
7540,273903997,02.10.2020
7541,318474530,02.10.2020
7554,4179447,02.10.2020
7558,1118842,03.10.2020
7587,254542426,04.10.2020
7522,12582008,01.10.2020
7523,162189199,01.10.2020
7524,305894660,01.10.2020
7526,261436557,01.10.2020
7527,560667001,01.10.2020
7528,42632506,01.10.2020
7535,12140378,02.10.2020
7539,185032272,02.10.2020
7507,532349544,30.09.2020
7508,282181325,30.09.2020
7509,161673847,30.09.2020
7510,405918097,30.09.2020
7511,7241716,30.09.2020
7515,572999068,30.09.2020
7531,607375400,01.10.2020
7534,12140378,02.10.2020
7502,56530919,30.09.2020
7493,65643100,29.09.2020
7517,108128728,30.09.2020
7471,32190553,28.09.2020
7474,20485637,28.09.2020
7479,104572304,28.09.2020
7482,318474530,28.09.2020
7483,476374506,28.09.2020
7486,217912227,28.09.2020
7489,20292265,29.09.2020
7497,273080960,29.09.2020
7750,573835673,10.10.2020
7802,343888906,12.10.2020
7466,171797458,28.09.2020
7425,492559342,25.09.2020
7426,171797458,25.09.2020
7429,458728599,25.09.2020
7430,57310363,25.09.2020
7434,479726720,25.09.2020
7435,159365387,25.09.2020
7438,145603501,25.09.2020
7441,26894499,25.09.2020
7443,585496267,25.09.2020
7452,305318106,26.09.2020
7751,573835673,10.10.2020
7422,171797458,25.09.2020
7423,318474530,25.09.2020
7432,31270775,25.09.2020
7439,278893259,25.09.2020
7414,83618008,25.09.2020
7416,6687012,25.09.2020
7504,44559528,30.09.2020
7403,479786211,24.09.2020
7372,12599049,23.09.2020
7374,20295213,23.09.2020
7379,36123922,23.09.2020
7384,9456866,23.09.2020
7387,1424869,23.09.2020
7392,188223182,23.09.2020
7400,89569714,24.09.2020
7413,548315631,25.09.2020
7480,104572304,28.09.2020
7481,149428229,28.09.2020
7366,182296,23.09.2020
7367,325306266,23.09.2020
7375,12140378,23.09.2020
7394,405903,23.09.2020
7344,37260400,21.09.2020
7345,162978744,21.09.2020
7346,84225205,21.09.2020
7348,502699013,21.09.2020
7352,572999068,21.09.2020
7408,555758901,24.09.2020
7349,485328278,21.09.2020
7360,599794307,22.09.2020
7333,146080451,20.09.2020
7335,90688026,20.09.2020
7347,162978744,21.09.2020
7329,525367611,19.09.2020
7530,474106968,01.10.2020
7324,171893393,19.09.2020
7326,29730394,19.09.2020
7341,22094873,21.09.2020
7490,5186420,29.09.2020
7320,510545662,18.09.2020
7313,232423594,16.09.2020
7305,216145929,16.09.2020
7306,5533250,16.09.2020
7314,599645540,17.09.2020
7318,263645350,17.09.2020
7293,4299925,14.09.2020
7294,208046445,15.09.2020
7295,459664001,15.09.2020
7297,11412368,15.09.2020
7301,8177858,15.09.2020
7289,485328278,14.09.2020
7278,9686065,12.09.2020
7280,595636857,12.09.2020
7282,107714014,12.09.2020
7255,463668158,11.09.2020
7257,554401468,11.09.2020
7258,11412368,11.09.2020
7260,108727361,11.09.2020
7264,1674846,11.09.2020
7266,484002030,11.09.2020
7268,268298114,11.09.2020
7269,181019684,12.09.2020
7285,530779755,13.09.2020
7244,35537142,11.09.2020
7245,263645350,11.09.2020
7246,239221,11.09.2020
7247,56530919,11.09.2020
7248,11701312,11.09.2020
7249,261436557,11.09.2020
7250,156396041,11.09.2020
7253,135519796,11.09.2020
7265,469475332,11.09.2020
7312,68464043,16.09.2020
7307,178540075,16.09.2020
7231,439854497,09.09.2020
7232,31270775,09.09.2020
7233,318474530,09.09.2020
7234,107714014,09.09.2020
7235,208046445,09.09.2020
7237,264498014,09.09.2020
7240,599319323,10.09.2020
7242,40145939,11.09.2020
7251,572999068,11.09.2020
7270,104789057,12.09.2020
7281,16759075,12.09.2020
7180,27933537,07.09.2020
7181,202508352,07.09.2020
7182,107714014,07.09.2020
7183,586123013,07.09.2020
7184,8568039,07.09.2020
7186,319578627,07.09.2020
7187,552556495,07.09.2020
7193,22714411,07.09.2020
7194,224704294,07.09.2020
7218,552556495,08.09.2020
7283,405918097,12.09.2020
7173,108128728,06.09.2020
7170,227738153,05.09.2020
7149,826556,04.09.2020
7150,1360127,04.09.2020
7151,180399082,04.09.2020
7152,469475332,04.09.2020
7153,43852058,04.09.2020
7154,487704250,04.09.2020
7158,257272309,04.09.2020
7160,19874742,04.09.2020
7161,238998805,04.09.2020
7162,349402944,04.09.2020
7331,325306266,20.09.2020
7141,485328278,03.09.2020
7112,107714014,02.09.2020
7113,189134418,02.09.2020
7120,403273,02.09.2020
7125,273080960,02.09.2020
7133,38576398,02.09.2020
7135,245914397,02.09.2020
7136,97660882,02.09.2020
7122,296061095,02.09.2020
7131,186604141,02.09.2020
7134,484002030,02.09.2020
7137,12140378,03.09.2020
7132,29730394,02.09.2020
7089,67928,31.08.2020
7090,535454900,31.08.2020
7092,483771142,31.08.2020
7093,5557085,31.08.2020
7095,206193238,31.08.2020
7097,250911,31.08.2020
7098,216305401,31.08.2020
7099,604024888,31.08.2020
7103,-178263111,01.09.2020
7139,44130832,03.09.2020
7210,326216384,07.09.2020
7076,431239878,30.08.2020
7077,105187696,30.08.2020
7078,469475332,30.08.2020
7079,442480138,30.08.2020
7080,534372682,30.08.2020
7081,108727361,30.08.2020
7105,589664513,01.09.2020
7043,36113426,28.08.2020
7046,317904614,28.08.2020
7047,172228973,28.08.2020
7052,559903637,28.08.2020
7062,205690419,28.08.2020
7073,440074526,30.08.2020
7032,171797458,27.08.2020
7013,112123934,26.08.2020
7015,505521197,26.08.2020
7017,175624645,26.08.2020
7022,39371033,26.08.2020
7024,12140378,27.08.2020
7028,581367669,27.08.2020
7031,108727361,27.08.2020
7038,275061442,28.08.2020
7212,326216384,07.09.2020
7213,326216384,07.09.2020
7006,79754052,26.08.2020
7007,214499304,26.08.2020
7023,4065393,27.08.2020
7037,257983531,27.08.2020
6993,868418,25.08.2020
6995,14906444,25.08.2020
7214,326216384,07.09.2020
7228,305759303,09.09.2020
6970,201162069,24.08.2020
6971,12140378,24.08.2020
6973,261436557,24.08.2020
6977,205986518,24.08.2020
6978,330172668,24.08.2020
6981,194053495,24.08.2020
6982,578875975,24.08.2020
6984,253297327,25.08.2020
6985,32975485,25.08.2020
6987,108727361,25.08.2020
6988,4758222,25.08.2020
6996,38753052,25.08.2020
7000,52753875,25.08.2020
7001,12086727,26.08.2020
7008,204243243,26.08.2020
6963,239801026,24.08.2020
6964,9855730,24.08.2020
6965,456607033,24.08.2020
6976,25257478,24.08.2020
6947,6687012,23.08.2020
6948,48151605,23.08.2020
6949,156396041,23.08.2020
6950,43852058,23.08.2020
6954,105253591,23.08.2020
6956,261436557,23.08.2020
6960,385125459,23.08.2020
7044,519708903,28.08.2020
6904,112123934,21.08.2020
6905,27088215,21.08.2020
6907,83618008,21.08.2020
6910,174654469,21.08.2020
6911,480649611,21.08.2020
6913,53797856,21.08.2020
6916,610091061,21.08.2020
6918,319578627,21.08.2020
6933,319323,22.08.2020
6943,585639715,23.08.2020
6898,179904936,21.08.2020
6917,12140378,21.08.2020
6869,9686065,20.08.2020
6874,83618008,20.08.2020
6875,157220010,20.08.2020
6886,138129285,20.08.2020
6888,20295213,20.08.2020
6893,313206858,20.08.2020
6894,469475332,20.08.2020
6931,52753875,22.08.2020
6957,3772681,23.08.2020
6854,37260400,19.08.2020
6857,183272266,19.08.2020
6859,84225205,19.08.2020
6861,483771142,19.08.2020
6892,519549640,20.08.2020
6846,26894499,19.08.2020
6835,146080451,18.08.2020
6837,12140378,18.08.2020
6839,513992473,18.08.2020
6840,286600803,18.08.2020
6812,363814152,17.08.2020
6813,43852058,17.08.2020
6814,20218921,17.08.2020
6816,374199,17.08.2020
6817,529460287,17.08.2020
6819,40778210,17.08.2020
6820,273903997,17.08.2020
6823,4065393,17.08.2020
6824,293531376,17.08.2020
6827,236957485,17.08.2020
6829,462011319,17.08.2020
6830,101754738,18.08.2020
6831,226252941,18.08.2020
6852,30877754,19.08.2020
6856,367781072,19.08.2020
6860,14637334,19.08.2020
6938,403195688,22.08.2020
6808,171797458,17.08.2020
6822,26013928,17.08.2020
6825,1616887,17.08.2020
7461,599702589,28.09.2020
6801,74029482,16.08.2020
6785,327175267,14.08.2020
6786,261436557,14.08.2020
6787,36123922,14.08.2020
6789,59125619,14.08.2020
6791,9888322,14.08.2020
6792,562889980,14.08.2020
7215,326216384,07.09.2020
6776,101637840,14.08.2020
6766,83618008,13.08.2020
6769,343631735,13.08.2020
6748,448312561,12.08.2020
6749,248699377,12.08.2020
6750,71135622,12.08.2020
6751,483771142,12.08.2020
6755,175128810,12.08.2020
6763,188223182,12.08.2020
6741,598980920,11.08.2020
6742,239221,11.08.2020
6732,191373401,10.08.2020
6733,1674846,10.08.2020
6735,124483877,10.08.2020
6739,-178263111,11.08.2020
6730,12599049,10.08.2020
7462,599702589,28.09.2020
6719,270369719,09.08.2020
6720,136537715,09.08.2020
6721,559500385,09.08.2020
6722,326659555,09.08.2020
6653,596415537,07.08.2020
6673,17534678,07.08.2020
6682,53842725,07.08.2020
6684,518754919,07.08.2020
6686,74029482,07.08.2020
6695,214815083,08.08.2020
6697,407760761,08.08.2020
6700,102988680,08.08.2020
6717,5129123,09.08.2020
6725,39857070,09.08.2020
6635,43852058,06.08.2020
6648,102988680,07.08.2020
6724,-132868814,09.08.2020
6619,299508761,05.08.2020
6620,593665254,05.08.2020
6621,215381943,05.08.2020
6622,273080960,05.08.2020
6623,334618452,05.08.2020
6630,478160459,06.08.2020
6631,12140378,06.08.2020
6644,538501251,06.08.2020
6698,591635863,08.08.2020
6714,1118842,08.08.2020
6584,596415537,03.08.2020
6585,157220010,03.08.2020
6588,261436557,03.08.2020
6590,66507603,03.08.2020
